dataset,classifier,metric,author,fold,value
car.csv,decision_tree,f1,romulo-jordao,v4,0.918275485334902
car.csv,decision_tree,acc,romulo-jordao,v4,0.9623188405797102
mushroom,perceptron,f1,thalles--barros,v4,0.6595568419749905
mushroom,svm,acc,thalles--barros,v4,0.9322660098522167
mushroom,svm,f1,thalles--barros,v4,0.8958838449774329
mushroom,naive_bayes,acc,thalles--barros,v4,0.7789408866995073
mushroom,naive_bayes,f1,thalles--barros,v4,0.6873464594164855
mushroom,decision_tree,acc,thalles--barros,v4,0.9938423645320196
mushroom,decision_tree,f1,thalles--barros,v4,0.9890874295789792
mushroom,knn,acc,thalles--barros,v4,0.9033251231527094
mushroom,knn,f1,thalles--barros,v4,0.8586500662210536
agaricus-lepiota,perceptron,f1,vitor--garcia,v4,0.9610609723137856
agaricus-lepiota,perceptron,acc,vitor--garcia,v4,0.9636524822695036
agaricus-lepiota,svm,f1,vitor--garcia,v4,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v4,1.0
agaricus-lepiota,naive_bayes,f1,vitor--garcia,v4,0.6038739528214526
agaricus-lepiota,naive_bayes,acc,vitor--garcia,v4,0.7118794326241135
agaricus-lepiota,decision_tree,f1,vitor--garcia,v4,1.0
agaricus-lepiota,decision_tree,acc,vitor--garcia,v4,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v4,1.0
agaricus-lepiota,knn,acc,vitor--garcia,v4,1.0
Car Evaluation,perceptron,f1,vitor-oliveira,v4,0.7047619047619047
Car Evaluation,svm,acc,vitor-oliveira,v4,0.8815028901734104
Car Evaluation,svm,f1,vitor-oliveira,v4,0.7600000000000001
Car Evaluation,naive_bayes,acc,vitor-oliveira,v4,0.7398843930635838
Car Evaluation,naive_bayes,f1,vitor-oliveira,v4,0.5454545454545454
Car Evaluation,decision_tree,acc,vitor-oliveira,v4,0.976878612716763
Car Evaluation,decision_tree,f1,vitor-oliveira,v4,0.9855072463768116
Car Evaluation,knn,acc,vitor-oliveira,v4,0.9132947976878611
Car Evaluation,knn,f1,vitor-oliveira,v4,0.9281767955801106
bank,perceptron,f1,ana--beatriz,v5,0.5930580032181443
bank,perceptron,acc,ana--beatriz,v5,0.8960176991150443
bank,svm,f1,ana--beatriz,v5,0.4719626168224299
bank,svm,acc,ana--beatriz,v5,0.8938053097345132
bank,naive_bayes,f1,ana--beatriz,v5,0.660575719649562
bank,naive_bayes,acc,ana--beatriz,v5,0.8606194690265486
bank,decision_tree,f1,ana--beatriz,v5,0.6931572040941301
bank,decision_tree,acc,ana--beatriz,v5,0.8926991150442478
bank,knn,f1,ana--beatriz,v5,0.52049476345251
bank,knn,acc,ana--beatriz,v5,0.8960176991150443
glass_identification,perceptron,acc,andrey--jodar,v5,0.4761904761904761
glass_identification,svm,f1,andrey--jodar,v5,0.2165032679738562
glass_identification,svm,acc,andrey--jodar,v5,0.4047619047619047
glass_identification,naive_bayes,f1,andrey--jodar,v5,0.4619047619047619
glass_identification,naive_bayes,acc,andrey--jodar,v5,0.4761904761904761
glass_identification,decision_tree,f1,andrey--jodar,v5,0.6327004652435687
glass_identification,decision_tree,acc,andrey--jodar,v5,0.6666666666666666
glass_identification,knn,f1,andrey--jodar,v5,0.4619859307359307
glass_identification,knn,acc,andrey--jodar,v5,0.6428571428571429
spambase,perceptron,f1,arthur--heiji,v5,0.9021242972040692
spambase,perceptron,acc,arthur--heiji,v5,0.9077090119435396
spambase,svm,f1,arthur--heiji,v5,0.9390097295094492
spambase,svm,acc,arthur--heiji,v5,0.9435396308360476
spambase,naive_bayes,f1,arthur--heiji,v5,0.8103496913018172
spambase,naive_bayes,acc,arthur--heiji,v5,0.8121606948968513
spambase,decision_tree,f1,arthur--heiji,v5,0.9240970958723476
spambase,decision_tree,acc,arthur--heiji,v5,0.9294245385450596
spambase,knn,f1,arthur--heiji,v5,0.8981553154058808
spambase,knn,acc,arthur--heiji,v5,0.9044516829533116
wine_quality_red,perceptron,f1,arthur-hydeki,v5,0.7835851064525364
wine_quality_red,svm,acc,arthur-hydeki,v5,0.9093768711679022
wine_quality_red,svm,f1,arthur-hydeki,v5,0.8886962304974892
wine_quality_red,naive_bayes,acc,arthur-hydeki,v5,0.9426734439908028
wine_quality_red,naive_bayes,f1,arthur-hydeki,v5,0.821375015021039
wine_quality_red,knn,acc,arthur-hydeki,v5,0.7914012516244975
wine_quality_red,knn,f1,arthur-hydeki,v5,0.8564333163703968
wine_quality_red,decision_tree,acc,arthur-hydeki,v5,0.7547053701232088
wine_quality_red,decision_tree,f1,arthur-hydeki,v5,0.8207708483790428
insurance,logistic_regression,acc,arthur-protazio,v5,0.8656716417910447
insurance,logistic_regression,f1,arthur-protazio,v5,0.8627253145745767
insurance,decision_tree,acc,arthur-protazio,v5,0.8171641791044776
insurance,decision_tree,f1,arthur-protazio,v5,0.8172520965865834
insurance,random_forest,acc,arthur-protazio,v5,0.8992537313432836
insurance,random_forest,f1,arthur-protazio,v5,0.8981085821360256
insurance,knn,acc,arthur-protazio,v5,0.8544776119402985
insurance,knn,f1,arthur-protazio,v5,0.8525651994167934
insurance,svm,acc,arthur-protazio,v5,0.8955223880597015
insurance,svm,f1,arthur-protazio,v5,0.894315212337881
column_2c,perceptron,f1,eduardo-barbeiro,v5,0.8001526662062449
column_2c,perceptron,acc,eduardo-barbeiro,v5,0.8548387096774194
column_2c,svm,f1,eduardo-barbeiro,v5,0.6154057582629011
column_2c,svm,acc,eduardo-barbeiro,v5,0.7741935483870968
column_2c,naive_bayes,f1,eduardo-barbeiro,v5,0.6856800856800858
column_2c,naive_bayes,acc,eduardo-barbeiro,v5,0.7741935483870968
column_2c,decision_tree,f1,eduardo-barbeiro,v5,0.6939574567554931
column_2c,decision_tree,acc,eduardo-barbeiro,v5,0.8064516129032258
column_2c,knn,f1,eduardo-barbeiro,v5,0.7688977688977688
column_2c,knn,acc,eduardo-barbeiro,v5,0.8225806451612904
Automobile,perceptron,acc,eduardo-cavazin,v5,0.4571428571428571
Automobile,svm,f1,eduardo-cavazin,v5,0.1706730769230769
Automobile,svm,acc,eduardo-cavazin,v5,0.4285714285714285
Automobile,naive_bayes,f1,eduardo-cavazin,v5,0.3169172932330826
Automobile,naive_bayes,acc,eduardo-cavazin,v5,0.3428571428571428
Automobile,decision_tree,f1,eduardo-cavazin,v5,0.6189002568312912
Automobile,decision_tree,acc,eduardo-cavazin,v5,0.7714285714285715
Automobile,knn,f1,eduardo-cavazin,v5,0.3579365079365079
Automobile,knn,acc,eduardo-cavazin,v5,0.4571428571428571
accelerator-mobile,perceptron,f1,gregory--soares,v5,0.495
accelerator-mobile,perceptron,acc,gregory--soares,v5,0.982
accelerator-mobile,svm,f1,gregory--soares,v5,0.788
accelerator-mobile,svm,acc,gregory--soares,v5,0.987
accelerator-mobile,naive_bayes,f1,gregory--soares,v5,0.495
accelerator-mobile,naive_bayes,acc,gregory--soares,v5,0.982
accelerator-mobile,decision_tree,f1,gregory--soares,v5,0.934
accelerator-mobile,decision_tree,acc,gregory--soares,v5,0.995
accelerator-mobile,knn,f1,gregory--soares,v5,0.829
accelerator-mobile,knn,acc,gregory--soares,v5,0.988
iris,perceptron,acc,gustavo--cruz-v2,v5,0.9
iris,perceptron,f1,gustavo--cruz-v2,v5,0.4736842105263157
iris,svm,acc,gustavo--cruz-v2,v5,1.0
iris,svm,f1,gustavo--cruz-v2,v5,1.0
iris,naive_bayes,acc,gustavo--cruz-v2,v5,0.9666666666666668
iris,naive_bayes,f1,gustavo--cruz-v2,v5,0.6470588235294118
iris,decision_tree,acc,gustavo--cruz-v2,v5,0.8333333333333334
iris,decision_tree,f1,gustavo--cruz-v2,v5,0.4545454545454545
iris,knn,acc,gustavo--cruz-v2,v5,0.9666666666666668
iris,knn,f1,gustavo--cruz-v2,v5,0.9663299663299664
garments-workers,perceptron,acc,isaque--cruz,v5,0.7647058823529411
garments-workers,perceptron,f1,isaque--cruz,v5,0.5310344827586206
garments-workers,svm,acc,isaque--cruz,v5,0.753393665158371
garments-workers,svm,f1,isaque--cruz,v5,0.4385044811952962
garments-workers,naive_bayes,acc,isaque--cruz,v5,0.7963800904977375
garments-workers,naive_bayes,f1,isaque--cruz,v5,0.6532064023433414
garments-workers,decision_tree,acc,isaque--cruz,v5,0.8076923076923077
garments-workers,decision_tree,f1,isaque--cruz,v5,0.7354281247579276
garments-workers,knn,acc,isaque--cruz,v5,0.7895927601809954
garments-workers,knn,f1,isaque--cruz,v5,0.7142142037751591
wine,perceptron,acc,larissa-v2,v5,1.0
wine,perceptron,f1,larissa-v2,v5,1.0
wine,svm,acc,larissa-v2,v5,1.0
wine,svm,f1,larissa-v2,v5,1.0
wine,naive_bayes,acc,larissa-v2,v5,1.0
wine,naive_bayes,f1,larissa-v2,v5,1.0
wine,knn,acc,larissa-v2,v5,1.0
wine,knn,f1,larissa-v2,v5,1.0
wine,decision_tree,acc,larissa-v2,v5,0.9714285714285714
wine,decision_tree,f1,larissa-v2,v5,0.9701104613385314
tic_tac_toe,perceptron,f1,leandro-menoni,v5,0.4
tic_tac_toe,perceptron,acc,leandro-menoni,v5,0.66
tic_tac_toe,svm,f1,leandro-menoni,v5,0.5
tic_tac_toe,svm,acc,leandro-menoni,v5,0.69
tic_tac_toe,naive_bayes,f1,leandro-menoni,v5,0.59
tic_tac_toe,naive_bayes,acc,leandro-menoni,v5,0.72
tic_tac_toe,decision_tree,f1,leandro-menoni,v5,0.85
tic_tac_toe,decision_tree,acc,leandro-menoni,v5,0.86
tic_tac_toe,knn,f1,leandro-menoni,v5,0.74
tic_tac_toe,knn,acc,leandro-menoni,v5,0.8
wine-white,decision_tree,acc,lucas-v2,v5,0.7589376915219612
wine-white,decision_tree,f1,lucas-v2,v5,0.7294921509122925
wine-white,knn,acc,lucas-v2,v5,0.7385086823289071
wine-white,knn,f1,lucas-v2,v5,0.6929801350464038
wine-white,naive_bayes,acc,lucas-v2,v5,0.6823289070480082
wine-white,naive_bayes,f1,lucas-v2,v5,0.6474327130064835
wine-white,perceptron,acc,lucas-v2,v5,0.6741573033707865
wine-white,perceptron,f1,lucas-v2,v5,0.6701430220632736
wine-white,svm,acc,lucas-v2,v5,0.7313585291113381
wine-white,svm,f1,lucas-v2,v5,0.6365583019616312
data.csv,perceptron,acc,luiz-miguel-silva,v5,0.6
data.csv,perceptron,f1,luiz-miguel-silva,v5,0.5668882346805132
data.csv,svm,acc,luiz-miguel-silva,v5,0.73
data.csv,svm,f1,luiz-miguel-silva,v5,0.6141906405421217
data.csv,naive_bayes,acc,luiz-miguel-silva,v5,0.615
data.csv,naive_bayes,f1,luiz-miguel-silva,v5,0.5064840570007626
data.csv,knn,acc,luiz-miguel-silva,v5,0.62
data.csv,knn,f1,luiz-miguel-silva,v5,0.5286943584694543
data.csv,decision_tree,acc,luiz-miguel-silva,v5,0.66
data.csv,decision_tree,f1,luiz-miguel-silva,v5,0.6097467045179464
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v5,0.9640287769784172
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v5,0.9639377367821016
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v5,0.9712230215827338
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v5,0.97147522431493
breast-cancer-wisconsin.csv,naive_bayes,acc,mateus--raskoski,v5,0.9640287769784172
breast-cancer-wisconsin.csv,naive_bayes,f1,mateus--raskoski,v5,0.9644110856641084
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v5,0.9712230215827338
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v5,0.9713567921173264
breast-cancer-wisconsin.csv,decision_tree,acc,mateus--raskoski,v5,0.9280575539568344
breast-cancer-wisconsin.csv,decision_tree,f1,mateus--raskoski,v5,0.9276832003407448
iris,perceptron,acc,pablo-v2,v5,0.6333333333333333
iris,perceptron,f1,pablo-v2,v5,0.5308432371250708
iris,svm,acc,pablo-v2,v5,0.9333333333333332
iris,svm,f1,pablo-v2,v5,0.9326599326599326
iris,naive_bayes,acc,pablo-v2,v5,0.9
iris,naive_bayes,f1,pablo-v2,v5,0.8976982097186701
iris,knn,acc,pablo-v2,v5,0.9666666666666668
iris,knn,f1,pablo-v2,v5,0.9665831244778612
iris,decision_tree,acc,pablo-v2,v5,0.9
iris,decision_tree,f1,pablo-v2,v5,0.8976982097186701
bank,perceptron,acc,rafael-leonardo,v5,0.7159822186416064
bank,perceptron,f1,rafael-leonardo,v5,0.5447309249615472
bank,svm,acc,rafael-leonardo,v5,0.7624268401456933
bank,svm,f1,rafael-leonardo,v5,0.7631225379240234
bank,naive_bayes,acc,rafael-leonardo,v5,0.6978619333605532
bank,naive_bayes,f1,rafael-leonardo,v5,0.591715622573552
bank,knn,acc,rafael-leonardo,v5,0.6037075435537821
bank,knn,f1,rafael-leonardo,v5,0.6506826764042254
bank,decision_tree,acc,rafael-leonardo,v5,0.8167619890205963
bank,decision_tree,f1,rafael-leonardo,v5,0.5851425491090891
Rice,perceptron,acc,rafael-scarpelli,v5,0.9333333333333332
Rice,perceptron,f1,rafael-scarpelli,v5,0.9333333333333332
Rice,svm,acc,rafael-scarpelli,v5,0.9666666666666668
Rice,svm,f1,rafael-scarpelli,v5,0.9665831244778612
Rice,naive_bayes,acc,rafael-scarpelli,v5,1.0
Rice,naive_bayes,f1,rafael-scarpelli,v5,1.0
Rice,knn,acc,rafael-scarpelli,v5,1.0
Rice,knn,f1,rafael-scarpelli,v5,1.0
Rice,decision_tree,acc,rafael-scarpelli,v5,0.9333333333333332
Rice,decision_tree,f1,rafael-scarpelli,v5,0.9326599326599326
Mushroom,perceptron,acc,renato-augusto-v2,v5,0.9641843971631204
Mushroom,svm,f1,renato-augusto-v2,v5,0.972517730496454
Mushroom,svm,acc,renato-augusto-v2,v5,0.972517730496454
Mushroom,naive_bayes,f1,renato-augusto-v2,v5,0.6693262411347518
Mushroom,naive_bayes,acc,renato-augusto-v2,v5,0.6693262411347518
Mushroom,decision_tree,f1,renato-augusto-v2,v5,1.0
Mushroom,decision_tree,acc,renato-augusto-v2,v5,1.0
Mushroom,knn,f1,renato-augusto-v2,v5,1.0
Mushroom,knn,acc,renato-augusto-v2,v5,1.0
car.csv,perceptron,f1,romulo-jordao,v5,0.5755673150624052
car.csv,perceptron,acc,romulo-jordao,v5,0.881159420289855
car.csv,svm,f1,romulo-jordao,v5,0.9518517649011616
car.csv,svm,acc,romulo-jordao,v5,0.982608695652174
car.csv,naive_bayes,f1,romulo-jordao,v5,0.7734161079233636
car.csv,naive_bayes,acc,romulo-jordao,v5,0.8144927536231884
car.csv,knn,f1,romulo-jordao,v5,0.4555383909505799
car.csv,knn,acc,romulo-jordao,v5,0.8115942028985508
car.csv,decision_tree,f1,romulo-jordao,v5,0.9600395829164888
car.csv,decision_tree,acc,romulo-jordao,v5,0.9797101449275364
mushroom,perceptron,f1,thalles--barros,v5,0.825989250301177
mushroom,svm,acc,thalles--barros,v5,0.9704433497536946
mushroom,svm,f1,thalles--barros,v5,0.9645104895104896
mushroom,naive_bayes,acc,thalles--barros,v5,0.955049261083744
mushroom,naive_bayes,f1,thalles--barros,v5,0.9468759508282596
mushroom,decision_tree,acc,thalles--barros,v5,0.9901477832512317
mushroom,decision_tree,f1,thalles--barros,v5,0.9884920634920636
mushroom,knn,acc,thalles--barros,v5,0.8214285714285714
mushroom,knn,f1,thalles--barros,v5,0.7570467582848417
agaricus-lepiota,perceptron,f1,vitor--garcia,v5,0.935717616177664
agaricus-lepiota,perceptron,acc,vitor--garcia,v5,0.9414893617021276
agaricus-lepiota,svm,f1,vitor--garcia,v5,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v5,1.0
agaricus-lepiota,naive_bayes,f1,vitor--garcia,v5,0.6309383588535532
agaricus-lepiota,naive_bayes,acc,vitor--garcia,v5,0.725177304964539
agaricus-lepiota,decision_tree,f1,vitor--garcia,v5,1.0
agaricus-lepiota,decision_tree,acc,vitor--garcia,v5,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v5,1.0
agaricus-lepiota,knn,acc,vitor--garcia,v5,1.0
Car Evaluation,perceptron,f1,vitor-oliveira,v5,0.7047619047619047
Car Evaluation,svm,acc,vitor-oliveira,v5,0.8815028901734104
Car Evaluation,svm,f1,vitor-oliveira,v5,0.7600000000000001
Car Evaluation,naive_bayes,acc,vitor-oliveira,v5,0.7398843930635838
Car Evaluation,naive_bayes,f1,vitor-oliveira,v5,0.5454545454545454
Car Evaluation,decision_tree,acc,vitor-oliveira,v5,0.976878612716763
Car Evaluation,decision_tree,f1,vitor-oliveira,v5,0.9855072463768116
Car Evaluation,knn,acc,vitor-oliveira,v5,0.9132947976878611
Car Evaluation,knn,f1,vitor-oliveira,v5,0.9281767955801106
bank,perceptron,f1,ana--beatriz,v6,0.486528906776111
bank,perceptron,acc,ana--beatriz,v6,0.881767955801105
bank,svm,f1,ana--beatriz,v6,0.4682726204465335
bank,svm,acc,ana--beatriz,v6,0.8806629834254144
bank,naive_bayes,f1,ana--beatriz,v6,0.6477937954664831
bank,naive_bayes,acc,ana--beatriz,v6,0.8419889502762431
bank,decision_tree,f1,ana--beatriz,v6,0.6408839779005524
bank,decision_tree,acc,ana--beatriz,v6,0.8707182320441988
bank,knn,f1,ana--beatriz,v6,0.5097873566931208
bank,knn,acc,ana--beatriz,v6,0.8795580110497238
glass_identification,perceptron,acc,andrey--jodar,v6,0.5952380952380952
glass_identification,svm,f1,andrey--jodar,v6,0.2225213810579664
glass_identification,svm,acc,andrey--jodar,v6,0.3809523809523809
glass_identification,naive_bayes,f1,andrey--jodar,v6,0.4286638789326961
glass_identification,naive_bayes,acc,andrey--jodar,v6,0.4523809523809524
glass_identification,decision_tree,f1,andrey--jodar,v6,0.6375863902179691
glass_identification,decision_tree,acc,andrey--jodar,v6,0.6666666666666666
glass_identification,knn,f1,andrey--jodar,v6,0.4319892963571124
glass_identification,knn,acc,andrey--jodar,v6,0.5476190476190477
spambase,perceptron,f1,arthur--heiji,v6,0.9017310169331784
spambase,perceptron,acc,arthur--heiji,v6,0.907608695652174
spambase,svm,f1,arthur--heiji,v6,0.9279474107048118
spambase,svm,acc,arthur--heiji,v6,0.932608695652174
spambase,naive_bayes,f1,arthur--heiji,v6,0.7967802157606966
spambase,naive_bayes,acc,arthur--heiji,v6,0.7978260869565217
spambase,decision_tree,f1,arthur--heiji,v6,0.9213402336657764
spambase,decision_tree,acc,arthur--heiji,v6,0.9260869565217392
spambase,knn,f1,arthur--heiji,v6,0.900960849994242
spambase,knn,acc,arthur--heiji,v6,0.9065217391304348
wine_quality_red,perceptron,f1,arthur-hydeki,v6,0.8203086035472403
wine_quality_red,svm,acc,arthur-hydeki,v6,0.8778374513752297
wine_quality_red,svm,f1,arthur-hydeki,v6,0.8989609963111789
wine_quality_red,naive_bayes,acc,arthur-hydeki,v6,0.8388945030499871
wine_quality_red,naive_bayes,f1,arthur-hydeki,v6,0.8946146648913355
wine_quality_red,knn,acc,arthur-hydeki,v6,0.7907204933860433
wine_quality_red,knn,f1,arthur-hydeki,v6,0.8449717363636255
wine_quality_red,decision_tree,acc,arthur-hydeki,v6,0.8000566587497357
wine_quality_red,decision_tree,f1,arthur-hydeki,v6,0.9076839496681264
insurance,logistic_regression,acc,arthur-protazio,v6,0.8544776119402985
insurance,logistic_regression,f1,arthur-protazio,v6,0.8540710402007717
insurance,decision_tree,acc,arthur-protazio,v6,0.8059701492537313
insurance,decision_tree,f1,arthur-protazio,v6,0.8087684072497179
insurance,random_forest,acc,arthur-protazio,v6,0.8955223880597015
insurance,random_forest,f1,arthur-protazio,v6,0.8951240738210492
insurance,knn,acc,arthur-protazio,v6,0.8283582089552238
insurance,knn,f1,arthur-protazio,v6,0.8274197771752444
insurance,svm,acc,arthur-protazio,v6,0.9067164179104478
insurance,svm,f1,arthur-protazio,v6,0.9061917319254372
column_2c,perceptron,f1,eduardo-barbeiro,v6,0.6481205926117616
column_2c,perceptron,acc,eduardo-barbeiro,v6,0.7903225806451613
column_2c,svm,f1,eduardo-barbeiro,v6,0.462026862026862
column_2c,svm,acc,eduardo-barbeiro,v6,0.6935483870967742
column_2c,naive_bayes,f1,eduardo-barbeiro,v6,0.7205128205128206
column_2c,naive_bayes,acc,eduardo-barbeiro,v6,0.8064516129032258
column_2c,decision_tree,f1,eduardo-barbeiro,v6,0.6579535200224855
column_2c,decision_tree,acc,eduardo-barbeiro,v6,0.7741935483870968
column_2c,knn,f1,eduardo-barbeiro,v6,0.7261538461538461
column_2c,knn,acc,eduardo-barbeiro,v6,0.7903225806451613
Automobile,perceptron,acc,eduardo-cavazin,v6,0.4193548387096774
Automobile,svm,f1,eduardo-cavazin,v6,0.1586206896551724
Automobile,svm,acc,eduardo-cavazin,v6,0.3870967741935484
Automobile,naive_bayes,f1,eduardo-cavazin,v6,0.3782558021688456
Automobile,naive_bayes,acc,eduardo-cavazin,v6,0.5161290322580645
Automobile,decision_tree,f1,eduardo-cavazin,v6,0.8384800384800385
Automobile,decision_tree,acc,eduardo-cavazin,v6,0.8709677419354839
Automobile,knn,f1,eduardo-cavazin,v6,0.3199197860962566
Automobile,knn,acc,eduardo-cavazin,v6,0.4838709677419355
accelerator-mobile,perceptron,f1,gregory--soares,v6,0.495
accelerator-mobile,perceptron,acc,gregory--soares,v6,0.982
accelerator-mobile,svm,f1,gregory--soares,v6,0.803
accelerator-mobile,svm,acc,gregory--soares,v6,0.988
accelerator-mobile,naive_bayes,f1,gregory--soares,v6,0.496
accelerator-mobile,naive_bayes,acc,gregory--soares,v6,0.982
accelerator-mobile,decision_tree,f1,gregory--soares,v6,0.913
accelerator-mobile,decision_tree,acc,gregory--soares,v6,0.993
accelerator-mobile,knn,f1,gregory--soares,v6,0.834
accelerator-mobile,knn,acc,gregory--soares,v6,0.989
iris,perceptron,acc,gustavo--cruz-v2,v6,0.9333333333333332
iris,perceptron,f1,gustavo--cruz-v2,v6,0.9282296650717704
iris,svm,acc,gustavo--cruz-v2,v6,0.5
iris,svm,f1,gustavo--cruz-v2,v6,0.3333333333333333
iris,naive_bayes,acc,gustavo--cruz-v2,v6,1.0
iris,naive_bayes,f1,gustavo--cruz-v2,v6,1.0
iris,decision_tree,acc,gustavo--cruz-v2,v6,0.9666666666666668
iris,decision_tree,f1,gustavo--cruz-v2,v6,0.6444444444444445
iris,knn,acc,gustavo--cruz-v2,v6,0.8333333333333334
iris,knn,f1,gustavo--cruz-v2,v6,0.4545454545454545
garments-workers,perceptron,acc,isaque--cruz,v6,0.8122171945701357
garments-workers,perceptron,f1,isaque--cruz,v6,0.6537848116795486
garments-workers,svm,acc,isaque--cruz,v6,0.7647058823529411
garments-workers,svm,f1,isaque--cruz,v6,0.4600892647404275
garments-workers,naive_bayes,acc,isaque--cruz,v6,0.8167420814479638
garments-workers,naive_bayes,f1,isaque--cruz,v6,0.6863298259140171
garments-workers,decision_tree,acc,isaque--cruz,v6,0.8461538461538461
garments-workers,decision_tree,f1,isaque--cruz,v6,0.7802923976608187
garments-workers,knn,acc,isaque--cruz,v6,0.830316742081448
garments-workers,knn,f1,isaque--cruz,v6,0.7602048566654369
wine,perceptron,acc,larissa-v2,v6,1.0
wine,perceptron,f1,larissa-v2,v6,1.0
wine,svm,acc,larissa-v2,v6,1.0
wine,svm,f1,larissa-v2,v6,1.0
wine,naive_bayes,acc,larissa-v2,v6,1.0
wine,naive_bayes,f1,larissa-v2,v6,1.0
wine,knn,acc,larissa-v2,v6,0.9722222222222222
wine,knn,f1,larissa-v2,v6,0.9751724137931036
wine,decision_tree,acc,larissa-v2,v6,0.9166666666666666
wine,decision_tree,f1,larissa-v2,v6,0.91514687100894
tic_tac_toe,perceptron,f1,leandro-menoni,v6,0.44
tic_tac_toe,perceptron,acc,leandro-menoni,v6,0.44
tic_tac_toe,svm,f1,leandro-menoni,v6,0.42
tic_tac_toe,svm,acc,leandro-menoni,v6,0.69
tic_tac_toe,naive_bayes,f1,leandro-menoni,v6,0.59
tic_tac_toe,naive_bayes,acc,leandro-menoni,v6,0.73
tic_tac_toe,decision_tree,f1,leandro-menoni,v6,0.8
tic_tac_toe,decision_tree,acc,leandro-menoni,v6,0.83
tic_tac_toe,knn,f1,leandro-menoni,v6,0.76
tic_tac_toe,knn,acc,leandro-menoni,v6,0.82
wine-white,decision_tree,acc,lucas-v2,v6,0.7548518896833504
wine-white,decision_tree,f1,lucas-v2,v6,0.7196288447219199
wine-white,knn,acc,lucas-v2,v6,0.7395301327885597
wine-white,knn,f1,lucas-v2,v6,0.6998394863563403
wine-white,naive_bayes,acc,lucas-v2,v6,0.6772216547497446
wine-white,naive_bayes,f1,lucas-v2,v6,0.6377945749503577
wine-white,perceptron,acc,lucas-v2,v6,0.6475995914198162
wine-white,perceptron,f1,lucas-v2,v6,0.646358356446653
wine-white,svm,acc,lucas-v2,v6,0.7119509703779366
wine-white,svm,f1,lucas-v2,v6,0.6161958516376578
data.csv,perceptron,acc,luiz-miguel-silva,v6,0.64
data.csv,perceptron,f1,luiz-miguel-silva,v6,0.5890546655252537
data.csv,svm,acc,luiz-miguel-silva,v6,0.735
data.csv,svm,f1,luiz-miguel-silva,v6,0.618695768911926
data.csv,naive_bayes,acc,luiz-miguel-silva,v6,0.6325
data.csv,naive_bayes,f1,luiz-miguel-silva,v6,0.5387386824969826
data.csv,knn,acc,luiz-miguel-silva,v6,0.6525
data.csv,knn,f1,luiz-miguel-silva,v6,0.5654730676256237
data.csv,decision_tree,acc,luiz-miguel-silva,v6,0.665
data.csv,decision_tree,f1,luiz-miguel-silva,v6,0.5963567873115612
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v6,0.9642857142857144
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v6,0.9646709283857356
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v6,0.9714285714285714
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v6,0.9715631307468042
breast-cancer-wisconsin.csv,naive_bayes,acc,mateus--raskoski,v6,0.9714285714285714
breast-cancer-wisconsin.csv,naive_bayes,f1,mateus--raskoski,v6,0.9715631307468042
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v6,0.9714285714285714
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v6,0.9714285714285714
breast-cancer-wisconsin.csv,decision_tree,acc,mateus--raskoski,v6,0.9357142857142856
breast-cancer-wisconsin.csv,decision_tree,f1,mateus--raskoski,v6,0.9355496850233692
iris,perceptron,acc,pablo-v2,v6,0.3333333333333333
iris,perceptron,f1,pablo-v2,v6,0.1666666666666666
iris,svm,acc,pablo-v2,v6,0.9666666666666668
iris,svm,f1,pablo-v2,v6,0.9665831244778612
iris,naive_bayes,acc,pablo-v2,v6,0.9666666666666668
iris,naive_bayes,f1,pablo-v2,v6,0.9665831244778612
iris,knn,acc,pablo-v2,v6,0.9333333333333332
iris,knn,f1,pablo-v2,v6,0.9326599326599326
iris,decision_tree,acc,pablo-v2,v6,0.9666666666666668
iris,decision_tree,f1,pablo-v2,v6,0.9665831244778612
bank,perceptron,acc,rafael-leonardo,v6,0.7857959164440116
bank,perceptron,f1,rafael-leonardo,v6,0.511646574524588
bank,svm,acc,rafael-leonardo,v6,0.6474658117679998
bank,svm,f1,rafael-leonardo,v6,0.5420406315933256
bank,naive_bayes,acc,rafael-leonardo,v6,0.6642015075566633
bank,naive_bayes,f1,rafael-leonardo,v6,0.758194685714284
bank,knn,acc,rafael-leonardo,v6,0.6664062774036548
bank,knn,f1,rafael-leonardo,v6,0.7675537982856635
bank,decision_tree,acc,rafael-leonardo,v6,0.6406719766901756
bank,decision_tree,f1,rafael-leonardo,v6,0.6703340587582635
